Make,Model,Total.Incidents,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries
Cessna,180H,{'Substantial': 1},1.0,2.0,0.0
Cessna,180J,"{'Destroyed': 2, 'Substantial': 1}",1.0,0.0,0.0
Cessna,180K,"{'Substantial': 9, 'Destroyed': 1}",0.0,0.3,0.2
Cessna,182,"{'Substantial': 28, 'Destroyed': 8}",0.2777777777777778,0.1111111111111111,0.3333333333333333
Cessna,182-C,{'Substantial': 1},0.0,0.0,0.0
Cessna,182-F,{'Destroyed': 1},4.0,0.0,0.0
Cessna,182-K,{'Substantial': 1},0.0,0.0,3.0
Cessna,182A,"{'Substantial': 7, 'Destroyed': 1}",0.0,0.25,0.75
Cessna,182C,{'Substantial': 5},0.0,0.0,0.0
Cessna,182D,{'Substantial': 1},0.0,0.0,0.0
Cessna,182E,"{'Substantial': 5, 'Destroyed': 3}",0.75,0.25,0.125
Cessna,182F,{'Substantial': 4},0.0,0.0,0.5
Cessna,182G,{'Substantial': 4},0.25,0.0,0.0
Cessna,182H,"{'Substantial': 8, 'Destroyed': 1}",0.2222222222222222,0.2222222222222222,0.7777777777777778
Cessna,182J,{'Substantial': 2},0.0,0.0,0.0
Cessna,182K,{'Substantial': 4},0.0,0.0,0.5
Cessna,182L,"{'Destroyed': 2, 'Substantial': 1}",0.0,0.6666666666666666,0.0
Cessna,182M,"{'Substantial': 5, 'Destroyed': 1}",0.0,0.0,0.0
Cessna,182N,"{'Substantial': 3, 'Destroyed': 2}",0.2,0.4,0.4
Cessna,182P,"{'Substantial': 15, 'Destroyed': 14}",0.6551724137931034,0.5172413793103449,0.27586206896551724
Cessna,182P-SYLANE,{'Substantial': 1},0.0,0.0,0.0
Cessna,182Q,"{'Substantial': 13, 'Destroyed': 5, 'Minor': 1}",0.3684210526315789,0.05263157894736842,0.42105263157894735
Cessna,182R,"{'Destroyed': 3, 'Substantial': 3}",1.5,0.0,0.16666666666666666
Cessna,182RG,"{'Substantial': 4, 'Destroyed': 2}",0.16666666666666666,0.0,0.0
Cessna,182S,{'Destroyed': 1},1.0,0.0,0.0
Cessna,182T,{'Substantial': 1},0.0,0.0,0.0
Cessna,182TR,{'Substantial': 1},0.0,0.0,0.0
Cessna,182U,{'Substantial': 1},0.0,0.0,0.0
Cessna,185,"{'Substantial': 18, 'Destroyed': 1}",0.05263157894736842,0.15789473684210525,0.2631578947368421
Cessna,185-F,{'Substantial': 1},0.0,0.0,0.0
Cessna,185A,{'Substantial': 1},0.0,0.0,0.0
Cessna,185C,{'Substantial': 2},0.0,0.0,0.0
Cessna,185E,{'Substantial': 2},0.0,0.0,0.0
Cessna,185F,"{'Substantial': 7, 'Minor': 1}",0.0,0.0,0.0
Cessna,188,{'Substantial': 2},0.0,0.0,0.0
Cessna,188B,{'Substantial': 2},0.0,0.5,0.0
Cessna,195,{'Substantial': 2},0.0,0.0,0.0
Cessna,195A,"{'Substantial': 2, 'Minor': 1}",0.0,0.0,0.0
Cessna,205,"{'Substantial': 2, 'Destroyed': 1}",1.3333333333333333,0.0,0.3333333333333333
Cessna,205A,{'Substantial': 2},0.0,0.0,0.0
Cessna,206,"{'Substantial': 19, 'Destroyed': 5}",0.4166666666666667,0.041666666666666664,0.375
Cessna,206-5,{'Destroyed': 1},0.0,0.0,0.0
Cessna,206A,{'Substantial': 2},0.0,0.0,0.0
Cessna,206F,{'Substantial': 1},0.0,0.0,0.0
Cessna,206G,{'Substantial': 3},0.0,0.0,0.3333333333333333
Cessna,206H,{'Destroyed': 1},0.0,1.0,0.0
Cessna,206U,{'Substantial': 1},0.0,0.0,0.0
Cessna,207,"{'Substantial': 7, 'Destroyed': 1}",0.625,0.875,0.375
Cessna,207A,"{'Substantial': 2, 'Destroyed': 1}",0.6666666666666666,0.0,0.3333333333333333
Cessna,208,{'Substantial': 1},0.0,0.0,0.0
Cessna,208B,"{'Destroyed': 1, 'Substantial': 1}",1.0,0.0,0.0
Cessna,210,"{'Substantial': 13, 'Destroyed': 3}",0.125,0.0625,0.8125
Cessna,210-5 (205),{'Destroyed': 1},2.0,0.0,0.0
Cessna,210A,{'Substantial': 2},0.0,0.0,0.0
Cessna,210B,{'Substantial': 1},0.0,0.0,0.0
Cessna,210C,{'Substantial': 1},0.0,0.0,0.0
Cessna,210D,"{'Substantial': 2, 'Destroyed': 1}",1.3333333333333333,0.3333333333333333,0.0
Cessna,210E,"{'Destroyed': 2, 'Substantial': 1}",1.6666666666666667,0.0,0.0
Cessna,210G,{'Substantial': 1},0.0,0.0,0.0
Cessna,210H,"{'Destroyed': 1, 'Substantial': 1}",2.0,0.0,0.5
Cessna,210K,{'Substantial': 1},0.0,0.0,1.0
Cessna,210L,"{'Substantial': 10, 'Destroyed': 3}",0.5384615384615384,0.6923076923076923,0.23076923076923078
Cessna,210M,"{'Destroyed': 6, 'Substantial': 1}",1.1428571428571428,0.42857142857142855,0.14285714285714285
Cessna,210N,"{'Substantial': 4, 'Destroyed': 2}",1.0,0.0,0.0
Cessna,210P,{'Substantial': 1},0.0,0.0,0.0
Cessna,21ON,{'Substantial': 1},0.0,1.0,2.0
Cessna,305A,"{'Destroyed': 2, 'Substantial': 2}",0.25,0.5,0.0
Cessna,31,{'Substantial': 1},0.0,0.0,0.0
Cessna,310,"{'Substantial': 4, 'Destroyed': 3}",1.1428571428571428,0.14285714285714285,0.0
Cessna,310-J,{'Substantial': 1},0.0,0.0,0.0
Cessna,310C,"{'Substantial': 3, 'Destroyed': 1}",0.0,0.0,0.5
Cessna,310D,"{'Substantial': 1, 'Destroyed': 1}",0.0,0.5,0.5
Cessna,310G,{'Substantial': 1},0.0,0.0,0.0
Cessna,310I,{'Destroyed': 2},2.0,0.0,0.0
Cessna,310J,{'Substantial': 3},0.0,0.0,0.0
Cessna,310K,{'Substantial': 3},0.0,0.0,0.0
Cessna,310L,{'Destroyed': 3},1.0,0.0,0.6666666666666666
Cessna,310N,{'Destroyed': 1},0.0,0.0,2.0
Cessna,310Q,"{'Substantial': 6, 'Destroyed': 5}",0.8181818181818182,0.09090909090909091,0.0
Cessna,310R,"{'Substantial': 5, 'Destroyed': 3}",0.25,0.25,0.5
Cessna,310R-II,{'Destroyed': 1},0.0,0.0,1.0
Cessna,320,"{'Substantial': 5, 'Destroyed': 2}",0.2857142857142857,0.14285714285714285,0.0
Cessna,320C,"{'Destroyed': 2, 'Substantial': 1}",0.6666666666666666,0.0,0.0
Cessna,320D,{'Substantial': 1},0.0,0.0,0.0
Cessna,320F,"{'Destroyed': 1, 'Substantial': 1}",1.0,1.0,0.0
Cessna,335,"{'Destroyed': 3, 'Substantial': 1}",1.25,0.0,0.5
Cessna,336,{'Substantial': 2},0.0,0.0,0.0
Cessna,337,{'Substantial': 3},0.3333333333333333,0.3333333333333333,1.0
Cessna,337A,{'Substantial': 1},0.0,0.0,2.0
Cessna,337C,{'Substantial': 1},0.0,0.0,0.0
Cessna,337D,"{'Destroyed': 2, 'Substantial': 1}",1.3333333333333333,0.0,0.3333333333333333
Cessna,337E,{'Substantial': 1},0.0,0.0,1.0
Cessna,337F,{'Substantial': 1},0.0,0.0,0.0
Cessna,337G,{'Substantial': 2},0.0,0.0,0.0
Cessna,340,"{'Substantial': 7, 'Destroyed': 4}",1.0909090909090908,0.0,0.0
Cessna,340A,"{'Destroyed': 12, 'Substantial': 6}",1.5555555555555556,0.1111111111111111,0.0
Cessna,340R,{'Substantial': 1},0.0,0.0,0.0
Cessna,401,"{'Substantial': 3, 'Minor': 1, 'Destroyed': 1}",0.6,0.0,0.0
Cessna,401A,{'Substantial': 1},0.0,0.0,0.0
Cessna,401B,"{'Substantial': 1, 'Destroyed': 1}",0.0,1.0,1.5
Cessna,402,"{'Destroyed': 3, 'Substantial': 1}",3.0,0.0,0.0
Cessna,402A,{'Substantial': 2},0.0,0.0,0.0
Cessna,402B,"{'Substantial': 4, 'Destroyed': 2}",1.5,0.0,0.0
Cessna,402C,"{'Destroyed': 1, 'Substantial': 1}",1.0,0.0,0.0
Cessna,411,{'Substantial': 2},0.0,0.0,0.0
Cessna,411A,{'Destroyed': 1},6.0,0.0,0.0
Cessna,414,"{'Destroyed': 9, 'Substantial': 5}",2.0714285714285716,0.5,0.35714285714285715
Cessna,414-8,{'Destroyed': 1},0.0,3.0,0.0
Cessna,414A,"{'Destroyed': 4, 'Minor': 2, 'Substantial': 2}",1.625,0.125,0.0
Cessna,421,"{'Substantial': 6, 'Destroyed': 4}",1.7,0.2,0.0
Cessna,421A,"{'Destroyed': 5, 'Substantial': 1}",2.0,0.6666666666666666,0.6666666666666666
Cessna,421B,"{'Substantial': 9, 'Destroyed': 9, 'Minor': 2}",1.15,0.05,0.05
Cessna,421C,"{'Substantial': 11, 'Destroyed': 5, 'Minor': 1}",0.5294117647058824,0.17647058823529413,0.11764705882352941
Cessna,425,"{'Destroyed': 5, 'Substantial': 5}",1.2,0.2,0.2
Cessna,441,"{'Destroyed': 5, 'Substantial': 5}",1.1,0.3,0.1
Cessna,500,"{'Substantial': 3, 'Destroyed': 1}",0.0,0.25,0.5
Cessna,501,"{'Substantial': 3, 'Destroyed': 1}",0.25,0.0,0.0
Cessna,525,"{'Destroyed': 3, 'Minor': 1, 'Substantial': 1}",2.8,0.0,0.0
Cessna,525A,{'Substantial': 4},0.0,0.5,0.75
Cessna,525B,{'Substantial': 1},0.0,0.0,0.0
Cessna,550,"{'Substantial': 5, 'Destroyed': 2, 'Minor': 1}",0.25,1.125,0.125
Cessna,551,"{'Destroyed': 1, 'Minor': 1}",1.5,0.0,0.0
Cessna,560,"{'Destroyed': 1, 'Minor': 1}",1.0,0.5,0.5
Cessna,750,{'Substantial': 1},0.0,0.0,0.0
Cessna,A185,{'Substantial': 1},0.0,0.0,0.0
Cessna,A185E,"{'Substantial': 4, 'Destroyed': 1}",0.8,0.0,0.2
Cessna,A185F,"{'Substantial': 21, 'Destroyed': 7}",0.4642857142857143,0.10714285714285714,0.14285714285714285
Cessna,A185F-II,{'Substantial': 1},0.0,0.0,0.0
Cessna,A188B,{'Substantial': 3},0.0,0.3333333333333333,0.0
Cessna,C-150L,{'Substantial': 1},0.0,0.0,0.0
Cessna,C-152,{'Destroyed': 1},0.0,0.0,2.0
Cessna,C-172,{'Destroyed': 1},1.0,0.0,0.0
Cessna,C-172M,{'Substantial': 1},0.0,0.0,0.0
Cessna,C-177RG,{'Substantial': 1},0.0,0.0,0.0
Cessna,C-180-H,{'Substantial': 1},0.0,0.0,0.0
Cessna,C-185-D,{'Substantial': 1},0.0,2.0,0.0
Cessna,C-185F,{'Substantial': 1},0.0,0.0,0.0
Cessna,C-188,{'Substantial': 1},0.0,0.0,0.0
Cessna,C-206,{'Substantial': 1},0.0,0.0,0.0
Cessna,C-207,{'Substantial': 1},0.0,0.0,0.0
Cessna,C-377A,{'Destroyed': 1},3.0,0.0,0.0
Cessna,C-425,{'Substantial': 1},0.0,0.0,0.0
Cessna,C180A,{'Substantial': 1},0.0,0.0,0.0
Cessna,C208B,{'Substantial': 1},0.0,0.0,0.0
Cessna,CE-500,{'Substantial': 1},0.0,0.0,2.0
Cessna,CJ525,{'Substantial': 1},0.0,0.0,0.0
Cessna,L-19E,{'Destroyed': 1},2.0,0.0,0.0
Cessna,O337F,{'Substantial': 1},0.0,0.0,0.0
Cessna,P-206C,{'Destroyed': 1},3.0,0.0,0.0
Cessna,P-210,{'Substantial': 1},0.0,0.0,0.0
Cessna,P-210N,{'Substantial': 1},0.0,0.0,1.0
Cessna,P206,"{'Destroyed': 2, 'Substantial': 1}",2.6666666666666665,0.0,0.0
Cessna,P206 S/N P206-0009,{'Destroyed': 1},6.0,0.0,0.0
Cessna,P206A,{'Substantial': 1},0.0,0.0,0.0
Cessna,P206B,{'Destroyed': 1},1.0,0.0,1.0
Cessna,P206C,"{'Substantial': 1, 'Destroyed': 1}",2.5,1.5,0.0
Cessna,P210,"{'Substantial': 3, 'Destroyed': 1}",0.0,0.25,0.0
Cessna,P210N,"{'Substantial': 22, 'Destroyed': 7}",0.5862068965517241,0.13793103448275862,0.3448275862068966
Cessna,P210R,"{'Destroyed': 4, 'Substantial': 1}",1.2,0.2,0.0
Cessna,P337H,{'Destroyed': 1},1.0,0.0,0.0
Cessna,R172E,"{'Substantial': 1, 'Destroyed': 1}",1.0,0.0,0.0
Cessna,R172K,"{'Destroyed': 3, 'Substantial': 1}",1.5,0.0,0.0
Cessna,R182,"{'Substantial': 7, 'Destroyed': 2}",0.1111111111111111,0.2222222222222222,0.2222222222222222
Cessna,S550,{'Minor': 2},0.0,0.0,0.0
Cessna,T-207A,{'Substantial': 2},0.0,0.0,0.0
Cessna,T-210,{'Substantial': 1},0.0,0.0,1.0
Cessna,T-210G,{'Destroyed': 1},1.0,0.0,0.0
Cessna,T-210L,{'Destroyed': 1},1.0,0.0,0.0
Cessna,T-210N,"{'Substantial': 2, 'Destroyed': 1}",0.0,0.3333333333333333,1.0
Cessna,T-337G-P,{'Substantial': 1},0.0,0.0,0.0
Cessna,T182RG,{'Substantial': 2},0.0,0.0,0.0
Cessna,T182T,{'Substantial': 1},0.0,0.0,0.0
Cessna,T206,{'Substantial': 1},0.0,0.0,0.0
Cessna,T206H,{'Substantial': 2},0.0,0.0,0.0
Cessna,T207 A,{'Destroyed': 1},2.0,0.0,0.0
Cessna,T210,{'Substantial': 2},0.0,1.0,0.5
Cessna,T210-H,{'Substantial': 1},0.0,0.0,0.0
Cessna,T210C,{'Substantial': 1},0.0,0.0,0.0
Cessna,T210F,"{'Destroyed': 2, 'Substantial': 1}",0.6666666666666666,0.3333333333333333,0.0
Cessna,T210H,"{'Destroyed': 1, 'Substantial': 1}",0.0,0.0,2.5
Cessna,T210J,"{'Destroyed': 1, 'Substantial': 1}",1.0,0.0,0.5
Cessna,T210K,{'Substantial': 2},0.0,0.0,0.0
Cessna,T210L,"{'Substantial': 10, 'Destroyed': 4}",0.5,0.14285714285714285,0.14285714285714285
Cessna,T210M,"{'Substantial': 10, 'Destroyed': 9}",0.8421052631578947,0.0,0.15789473684210525
Cessna,T210N,"{'Substantial': 35, 'Destroyed': 15}",0.46,0.22,0.42
Cessna,T210NII,{'Substantial': 1},0.0,0.0,0.0
Cessna,T210R,"{'Destroyed': 1, 'Minor': 1}",0.5,0.5,0.5
Cessna,T303,"{'Substantial': 3, 'Destroyed': 2}",1.4,0.0,0.0
Cessna,T310,{'Substantial': 1},0.0,0.0,0.0
Cessna,T310Q,{'Substantial': 1},0.0,0.0,0.0
Cessna,T310R,"{'Destroyed': 3, 'Substantial': 3}",0.6666666666666666,0.0,0.0
Cessna,T337C,{'Substantial': 1},0.0,0.0,0.0
Cessna,T337E,{'Substantial': 1},0.0,0.0,2.0
Cessna,T337G,"{'Substantial': 1, 'Destroyed': 1}",2.0,0.0,0.0
Cessna,TR 182,{'Substantial': 1},0.0,0.0,0.0
Cessna,TR182,"{'Destroyed': 6, 'Substantial': 5}",0.9090909090909091,0.0,0.18181818181818182
Cessna,TR182RG,{'Destroyed': 1},1.0,0.0,0.0
Cessna,TU-206G,{'Substantial': 3},0.0,0.0,1.0
Cessna,TU206,"{'Destroyed': 2, 'Substantial': 1}",0.0,0.0,0.6666666666666666
Cessna,TU206A,{'Substantial': 1},0.0,0.0,0.0
Cessna,TU206B,{'Substantial': 1},0.0,0.0,2.0
Cessna,TU206D,{'Destroyed': 1},0.0,1.0,0.0
Cessna,TU206F,{'Substantial': 1},0.0,0.0,0.0
Cessna,TU206G,"{'Substantial': 5, 'Destroyed': 3}",1.25,0.0,0.25
Cessna,U-206,"{'Substantial': 1, 'Minor': 1}",0.0,0.0,0.0
Cessna,U206,"{'Substantial': 3, 'Destroyed': 3}",1.0,0.0,0.16666666666666666
Cessna,U206-C,{'Substantial': 1},0.0,0.0,0.0
Cessna,U206B,{'Substantial': 2},0.5,0.0,2.0
Cessna,U206C,{'Destroyed': 1},1.0,0.0,0.0
Cessna,U206F,"{'Substantial': 7, 'Destroyed': 3}",0.5,0.0,0.4
Cessna,U206G,"{'Substantial': 4, 'Destroyed': 1}",0.2,0.4,0.0
Champion,7ECA,{'Substantial': 1},0.0,0.0,0.0
Champion,7GCAA,"{'Substantial': 3, 'Destroyed': 1}",0.25,0.0,0.0
Champion,7KCAB,{'Substantial': 1},0.0,0.0,0.0
Champion,CITABRIA 7GCBC,{'Substantial': 1},0.0,0.0,2.0
Christen Industries,A-1,{'Substantial': 1},0.0,0.0,0.0
Cirrus,SR22,{'Substantial': 2},0.0,0.0,0.0
Cirrus Design Corp,SR20,{'Destroyed': 1},2.0,0.0,0.0
Cirrus Design Corp.,SR-22,{'Substantial': 2},0.0,0.0,0.0
Cirrus Design Corp.,SR20,{'Destroyed': 1},4.0,0.0,0.0
Cirrus Design Corp.,SR22,"{'Substantial': 2, 'Minor': 1}",0.0,0.0,0.0
Cirrus Design Corporation,SR22,{'Substantial': 1},0.0,1.0,0.0
Clark,SUPER Q2,{'Destroyed': 1},1.0,0.0,0.0
Classic Aircraft Corp.,WACO YMF5,{'Substantial': 1},0.0,0.0,1.0
Classic Aircraft Corp.,Waco YMF,{'Substantial': 1},0.0,0.0,0.0
Classic Aircraft Corp.,YMF-5,{'Minor': 1},0.0,0.0,0.0
Collins,FISHER FP-202,{'Destroyed': 1},1.0,0.0,0.0
Commander,114B,{'Substantial': 1},0.0,0.0,0.0
Commander Aircraft,114TC,{'Destroyed': 1},1.0,0.0,0.0
Comp Air Inc. (Plambeck),CA8,{'Substantial': 1},0.0,1.0,0.0
Consolidated Aeronautics Inc.,LAKE-LA-4-200,{'Destroyed': 1},0.0,1.0,2.0
Consolidated-vultee,L-13,{'Substantial': 1},0.0,0.0,0.0
Continental,TOMCAT MK6C,{'Destroyed': 1},1.0,0.0,0.0
Convair,440,{'Substantial': 1},0.0,0.0,0.0
Curtiss,C-46A,{'Substantial': 1},0.0,2.0,0.0
Curtiss,C-46R,{'Substantial': 1},0.0,0.0,0.0
Curtiss,JN-4,{'Substantial': 1},0.0,0.0,1.0
Curtiss Wright,C46,{'Substantial': 1},0.0,2.0,0.0
Curtiss-wright,Travel Air 4000,{'Substantial': 1},0.0,0.0,0.0
"Custom Aerotech, Inc.",WHITE LIGHTNING,{'Destroyed': 1},2.0,0.0,0.0
DASSAULT,Falcon,{'Destroyed': 1},2.0,0.0,1.0
DEHAVILLAND,BEAVER DHC 2,{'Substantial': 1},0.0,0.0,0.0
DEHAVILLAND,BEAVER DHC 2 MK.1,{'Substantial': 1},0.0,0.0,0.0
DEHAVILLAND,BEAVER DHC-2 MK.1,{'Substantial': 1},0.0,0.0,0.0
DEHAVILLAND,BEAVER DHC-2 MK.3,{'Substantial': 1},0.0,0.0,0.0
DEHAVILLAND,BEAVER U-6A,{'Substantial': 1},0.0,0.0,0.0
DEHAVILLAND,DHC 2,"{'Minor': 1, 'Substantial': 1}",0.0,0.0,0.0
DEHAVILLAND,DHC-3,{'Substantial': 2},0.0,0.0,0.0
DIAMOND AIRCRAFT IND INC,DA 40,{'Substantial': 1},1.0,0.0,0.0
Dassault,DA-20,{'Substantial': 1},0.0,0.0,0.0
Dassault,DA20F,{'Minor': 1},0.0,0.0,0.0
Dassault Aviation,DA-50,{'Minor': 1},0.0,0.0,1.0
Dassault Aviation,Falcon 20,{'Destroyed': 1},3.0,0.0,0.0
Dassault Aviation,Falcon 900EX,{'Minor': 1},0.0,0.0,0.0
Dassault Falcon,20C,{'Substantial': 1},0.0,0.0,0.0
Dassault-Breguet,Falcon 10,{'Substantial': 1},0.0,0.0,0.0
Dassault-breguet,DA-10,{'Minor': 1},0.0,0.0,0.0
Dassault-breguet,Falcon 20,{'Substantial': 1},0.0,0.0,0.0
De Havilland,BEAVER U-64,{'Substantial': 1},0.0,0.0,1.0
De Havilland,BEAVER U-6A,{'Substantial': 1},0.0,0.0,0.0
De Havilland,Beaver DHC-2 MK.1,{'Substantial': 1},0.0,0.0,1.0
De Havilland,DHC 2,{'Substantial': 1},0.0,1.0,0.0
De Havilland,DHC-2,"{'Substantial': 18, 'Destroyed': 2}",0.65,0.1,0.0
De Havilland,DHC-2 MARK 1,{'Destroyed': 1},6.0,1.0,0.0
De Havilland,DHC-2 MK3,{'Substantial': 1},1.0,0.0,1.0
De Havilland,DHC-2 MKI,{'Substantial': 1},0.0,0.0,1.0
De Havilland,DHC-3,"{'Substantial': 2, 'Destroyed': 1}",0.3333333333333333,0.3333333333333333,0.6666666666666666
De Havilland,DHC-4A,{'Destroyed': 1},2.0,0.0,0.0
De Havilland,DHC-6,{'Substantial': 2},0.0,0.0,0.0
De Havilland,DHC-6-300,{'Substantial': 1},0.0,0.0,0.0
De Havilland,DHC2,{'Substantial': 2},0.0,0.0,0.0
De Havilland,DHC2 MK1,{'Minor': 1},0.0,0.0,0.0
De Havilland,OTTER DHC-3,{'Substantial': 1},0.0,0.0,0.0
DeHavilland,DHC-8-311,{'Minor': 1},0.0,0.0,0.0
Dehavilland,DHC-2,{'Substantial': 2},0.0,0.0,0.0
Devore Sunbird,100,{'Substantial': 1},0.0,0.0,0.0
Diamond Aircraft,DA40-180,{'Substantial': 1},3.0,0.0,0.0
Douglas,B-26B,{'Substantial': 1},0.0,0.0,2.0
Douglas,C-118A,{'Substantial': 1},0.0,0.0,0.0
Douglas,C-54GDC,{'Substantial': 1},0.0,0.0,0.0
Douglas,C54GDC,{'Substantial': 1},0.0,0.0,0.0
Douglas,DC-3,{'Substantial': 3},0.0,0.0,0.0
Douglas,DC-3C,{'Destroyed': 1},2.0,0.0,0.0
Douglas,DC-6A,"{'Substantial': 1, 'Destroyed': 1}",0.0,0.0,1.5
Douglas,DC-7C,{'Minor': 1},0.0,0.0,0.0
Douglas,DC3,{'Destroyed': 1},0.0,1.0,6.0
Douglas,DC3A,{'Minor': 1},0.0,0.0,0.0
Douglas,DC3C,"{'Destroyed': 1, 'Substantial': 1}",5.5,3.5,0.0
Douglas,R4D-8,{'Destroyed': 1},0.0,3.0,0.0
EADS SOCATA,TBM 700,{'Substantial': 1},0.0,0.0,0.0
EMBRAER EXECUTIVE AIRCRAFT INC,EMB-500,{'Substantial': 1},0.0,0.0,0.0
EMBRAER S A,EMB-545,{'Substantial': 1},0.0,0.0,0.0
ENSTROM,280FX,{'Destroyed': 1},0.0,0.0,1.0
EUROCOPTER,AS350B3,{'Substantial': 1},0.0,0.0,0.0
EUROCOPTER,EC130,{'Substantial': 1},0.0,0.0,0.0
Eagle Aircraft Co.,C-7,{'Substantial': 1},0.0,4.0,0.0
Eipper,QUICKSILVER MX 11,{'Substantial': 1},0.0,0.0,1.0
Eipper Quicksilver,MX II,{'Substantial': 1},0.0,0.0,2.0
Enstrom,280,"{'Destroyed': 1, 'Substantial': 1}",0.0,0.5,0.5
Enstrom,280C,{'Substantial': 5},0.2,0.2,0.6
Enstrom,280F,{'Substantial': 1},0.0,0.0,0.0
Enstrom,280FX,{'Substantial': 1},0.0,0.0,0.0
Enstrom,480B,{'Substantial': 1},0.0,0.0,0.0
Enstrom,F-28,{'Substantial': 1},1.0,0.0,1.0
Enstrom,F-28A,"{'Substantial': 1, 'Minor': 1}",0.0,0.0,0.5
Enstrom,F-28C,"{'Substantial': 5, 'Destroyed': 3}",0.25,0.375,0.125
Enstrom,F-28F,{'Substantial': 2},0.0,0.0,1.5
Enstrom,F28-280C,{'Substantial': 1},0.0,0.0,0.0
Enstrom,F28A,{'Substantial': 1},0.0,0.0,0.0
Enstrom,F28C,{'Destroyed': 1},1.0,0.0,0.0
Enstrom,F28F,{'Substantial': 1},0.0,0.0,0.0
Eurocopter,AS 350 BA,{'Substantial': 1},0.0,0.0,0.0
Eurocopter,AS-350-B2,"{'Destroyed': 1, 'Substantial': 1}",0.0,0.0,1.5
Eurocopter,AS350B2,{'Destroyed': 1},0.0,0.0,5.0
Eurocopter,AS350B3,{'Substantial': 1},0.0,0.0,0.0
Eurocopter,AS350BA,{'Destroyed': 1},2.0,0.0,0.0
Eurocopter,COLIBRI EC120B,{'Substantial': 1},0.0,0.0,1.0
Eurocopter Deutschland,BK-117-B2,{'Substantial': 1},0.0,0.0,0.0
Evolution 19,Lancair Evolution,{'Substantial': 1},2.0,0.0,0.0
Extra Flugzeugbau,300S,{'Substantial': 1},0.0,0.0,0.0
FAIRCHILD,SA227-AT,{'Substantial': 1},0.0,2.0,0.0
FLIGHT DESIGN GMBH,CTLS,{'Substantial': 1},0.0,0.0,0.0
FOUND ACFT CANADA INC,FBA 2C2,{'Substantial': 1},0.0,0.0,0.0
Fairchild,C-119,{'Destroyed': 1},0.0,0.0,0.0
Fairchild,C-119L,{'Substantial': 1},0.0,0.0,0.0
Fairchild,C-82A,"{'Substantial': 1, 'Minor': 1}",0.0,0.0,0.0
Fairchild,M-62A-3,{'Substantial': 1},0.0,0.0,1.0
Fairchild,PT-23,{'Destroyed': 1},0.0,2.0,0.0
Fairchild,SA226T,{'Destroyed': 1},0.0,0.0,0.0
Fairchild Hiller,FH-1100,{'Substantial': 1},0.0,0.0,0.0
Fairchild Merlin,SA-226-T,{'Substantial': 1},0.0,0.0,0.0
Fantasy Sky Promotions,AX-7,{'Minor': 1},0.0,2.0,0.0
Firefly Balloons,Galaxy 11B,{'Substantial': 1},0.0,2.0,6.0
Flight Design,Gmbh,{'Substantial': 1},0.0,0.0,1.0
Folland,GNAT T-1,{'Destroyed': 1},2.0,0.0,0.0
Forbes,Rutan Long EZE,{'Substantial': 1},0.0,0.0,0.0
Fuji,"LM-1 ""NIKKO""",{'Substantial': 1},0.0,2.0,2.0
G-DAWG LLC,JUST ACFT HIGHLANDER,{'Substantial': 1},0.0,0.0,2.0
GRUMMAN,G21,{'Destroyed': 1},4.0,0.0,0.0
GRUMMAN AIRCRAFT ENG CORP,C-1A,{'Destroyed': 1},1.0,0.0,0.0
GULFSTREAM,GULFSTREAM150,{'Minor': 1},0.0,0.0,0.0
GULFSTREAM AM CORP COMM DIV,695A,{'Substantial': 1},0.0,0.0,0.0
Garlick,OH58A,{'Substantial': 1},1.0,4.0,0.0
Gates Learjet,23,{'Destroyed': 1},4.0,0.0,0.0
Gates Learjet,24F,{'Destroyed': 1},2.0,1.0,1.0
Gates Learjet,35A,{'Destroyed': 1},2.0,5.0,1.0
Gates Learjet,LR24DXR,{'Minor': 1},0.0,0.0,0.0
Gerlach,Skyraider II,{'Substantial': 1},0.0,0.0,0.0
Glen Davis,GLASAIR,{'Destroyed': 1},1.0,0.0,0.0
Great Lakes,2T 1A,{'Substantial': 1},0.0,0.0,0.0
Great Lakes,2T-1A-2,{'Substantial': 1},0.0,0.0,0.0
Gritter,QUEST AIR 20,{'Substantial': 1},0.0,0.0,0.0
Grob,G 180,{'Destroyed': 1},1.0,0.0,0.0
Grumman,AA-5,{'Substantial': 1},0.0,0.0,0.0
Grumman,AA-5B,{'Substantial': 3},0.0,0.0,0.0
Grumman,AA5,{'Substantial': 1},0.0,0.0,3.0
Grumman,AA5B,{'Destroyed': 2},1.0,1.5,0.0
Grumman,F6F,{'Substantial': 1},1.0,0.0,0.0
Grumman,G-1159,"{'Destroyed': 1, 'Substantial': 1}",3.5,0.0,0.0
Grumman,G-164,"{'Destroyed': 1, 'Substantial': 1}",0.0,0.0,0.0
Grumman,G-44,{'Substantial': 2},0.0,0.0,1.5
Grumman American,AA-1B,{'Substantial': 1},0.0,0.0,2.0
Grumman American,AA-5A,"{'Substantial': 1, 'Destroyed': 1}",1.0,0.0,0.0
Grumman American,AA-5B,{'Substantial': 1},0.0,0.0,0.0
Grumman American,G-1159,{'Substantial': 1},0.0,0.0,0.0
Gulfstream,500-S,{'Destroyed': 1},1.0,0.0,0.0
Gulfstream,681,{'Destroyed': 1},1.0,0.0,2.0
