Make,Model,Total.Incidents,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries
Piper,PA-34,"{'Substantial': 5, 'Destroyed': 1}",0.3333333333333333,0.0,0.3333333333333333
Piper,PA-34-200,"{'Substantial': 7, 'Destroyed': 3}",0.3,0.0,0.1
Piper,PA-34-200T,"{'Substantial': 11, 'Destroyed': 6, 'Minor': 3}",0.4,0.1,1.0
Piper,PA-34-220T,"{'Substantial': 8, 'Destroyed': 1}",0.6666666666666666,0.0,0.2222222222222222
Piper,PA-34-22OT,{'Minor': 1},0.0,0.0,0.0
Piper,PA-36-200,{'Substantial': 1},0.0,0.0,0.0
Piper,PA-38,"{'Substantial': 2, 'Destroyed': 1}",0.0,0.0,0.0
Piper,PA-38-112,"{'Substantial': 5, 'Destroyed': 1}",0.0,0.0,0.5
Piper,PA-39,"{'Substantial': 2, 'Destroyed': 1}",0.3333333333333333,0.0,0.0
Piper,PA-42,{'Destroyed': 1},0.0,1.0,0.0
Piper,PA-42-720,{'Substantial': 1},0.0,0.0,0.0
Piper,PA-44-180,"{'Substantial': 2, 'Destroyed': 1}",0.3333333333333333,0.3333333333333333,0.3333333333333333
Piper,PA-44-180T,"{'Destroyed': 1, 'Substantial': 1}",0.0,0.5,1.0
Piper,PA-46,{'Substantial': 1},0.0,0.0,0.0
Piper,PA-46-310P,"{'Substantial': 8, 'Destroyed': 7}",0.6666666666666666,0.4,0.3333333333333333
Piper,PA-46-350P,"{'Destroyed': 9, 'Substantial': 2}",1.7272727272727273,0.0,0.18181818181818182
Piper,PA-46-500TP,{'Minor': 1},0.0,0.0,0.0
Piper,PA-46P-350,{'Destroyed': 1},0.0,3.0,0.0
Piper,PA-60,{'Substantial': 1},0.0,0.0,0.0
Piper,PA-60-601P,"{'Destroyed': 4, 'Substantial': 2}",1.6666666666666667,0.0,0.16666666666666666
Piper,PA-60-602P,{'Destroyed': 3},0.3333333333333333,1.3333333333333333,0.0
Piper,PA-60-700P,{'Destroyed': 2},0.5,0.0,0.5
Piper,PA-60/601P,{'Substantial': 1},0.0,0.0,0.0
Piper,PA-601P,"{'Destroyed': 4, 'Substantial': 2}",0.6666666666666666,0.0,0.16666666666666666
Piper,PA18,{'Substantial': 1},0.0,0.0,0.0
Piper,PA18-135,{'Substantial': 1},2.0,0.0,0.0
Piper,PA18-150,{'Substantial': 2},0.0,0.5,0.0
Piper,PA28,{'Destroyed': 1},1.0,0.0,2.0
Piper,PA28-140,{'Substantial': 1},0.0,0.0,0.0
Piper,PA28-151,"{'Destroyed': 1, 'Substantial': 1}",1.0,1.0,0.0
Piper,PA28-181,{'Substantial': 1},0.0,0.0,1.0
Piper,PA28-201T,{'Destroyed': 1},1.0,0.0,0.0
Piper,PA28R-200,{'Substantial': 1},0.0,0.0,0.0
Piper,PA30,{'Substantial': 1},0.0,0.0,0.0
Piper,PA31,{'Substantial': 1},0.0,0.0,0.0
Piper,PA31-350,{'Destroyed': 1},10.0,0.0,0.0
Piper,PA31P-350,{'Destroyed': 1},2.0,0.0,0.0
Piper,PA31T,{'Destroyed': 1},1.0,0.0,0.0
Piper,PA32-300,"{'Destroyed': 2, 'Substantial': 1}",3.0,0.0,0.0
Piper,PA32-301T,{'Destroyed': 1},0.0,0.0,2.0
Piper,PA32R-300,{'Substantial': 2},0.0,0.0,0.0
Piper,PA32RT,{'Destroyed': 1},2.0,0.0,0.0
Piper,PA32RT-300,"{'Substantial': 1, 'Destroyed': 1}",1.0,0.0,0.0
Piper,PA32RT-300T,{'Substantial': 1},0.0,0.0,0.0
Piper,PA34-200T,{'Destroyed': 1},2.0,0.0,0.0
Piper,PA46,{'Substantial': 2},0.0,0.0,0.0
Piper,PA46-500TP,{'Substantial': 1},0.0,0.0,0.0
Piper,PA60,{'Substantial': 1},0.0,0.0,0.0
Piper,PA60-602P,{'Destroyed': 1},2.0,0.0,0.0
Piper,PA60-700P,{'Substantial': 1},0.0,0.0,0.0
Piper,PT 6A-28,{'Destroyed': 1},0.0,0.0,3.0
Piper Cub Crafters,PA-18-150,{'Substantial': 1},0.0,0.0,0.0
Pitts,S-2B,"{'Minor': 1, 'Substantial': 1}",0.0,0.0,0.0
Pitts,S2A,"{'Destroyed': 1, 'Substantial': 1}",0.0,0.0,1.0
Potez-air Fouga,CM 170,{'Destroyed': 1},2.0,0.0,0.0
RAYTHEON,390,{'Minor': 1},0.0,0.0,0.0
RAYTHEON,A36,{'Destroyed': 1},1.0,0.0,0.0
RAYTHEON,G36,{'Substantial': 1},1.0,0.0,0.0
RAYTHEON AIRCRAFT COMPANY,390,{'Substantial': 1},0.0,0.0,0.0
RAYTHEON AIRCRAFT COMPANY,400A,{'Substantial': 1},0.0,0.0,0.0
RAYTHEON AIRCRAFT COMPANY,58,{'Destroyed': 1},4.0,0.0,0.0
RAYTHEON AIRCRAFT COMPANY,G36,{'Substantial': 2},0.0,1.0,0.0
RAYTHEON AIRCRAFT COMPANY,HAWKER,{'Minor': 1},0.0,0.0,0.0
RAYTHEON AIRCRAFT COMPANY,HAWKER 800XP,{'Substantial': 1},0.0,0.0,0.0
RAYTHEON COMPANY,COBRA,{'Substantial': 1},0.0,0.0,0.0
RICE LEO B,KITFOX SERIES 5,{'Substantial': 1},0.0,0.0,0.0
ROBINSON,R22 Beta,{'Destroyed': 1},2.0,0.0,1.0
ROBINSON,R44,"{'Destroyed': 2, 'Substantial': 1}",2.0,0.6666666666666666,0.0
ROBINSON,R44 - II,{'Substantial': 1},0.0,0.0,0.0
ROBINSON,R44 II,{'Substantial': 1},0.0,3.0,3.0
ROBINSON,R66,{'Substantial': 1},1.0,0.0,0.0
ROBINSON HELICOPTER,R22,{'Substantial': 2},0.0,0.0,0.0
ROBINSON HELICOPTER,R22 BETA,{'Substantial': 2},0.0,1.0,0.0
ROBINSON HELICOPTER,R44,{'Substantial': 5},0.8,0.6,0.0
ROBINSON HELICOPTER COMPANY,R22,{'Substantial': 1},0.0,0.0,0.0
ROBINSON HELICOPTER COMPANY,R22 MARINE,{'Substantial': 1},0.0,0.0,0.0
ROBINSON HELICOPTER COMPANY,R22 MARINER,{'Substantial': 1},0.0,2.0,0.0
ROBINSON HELICOPTER COMPANY,R44,{'Substantial': 1},0.0,1.0,0.0
ROBINSON HELICOPTER COMPANY,R44 II,"{'Substantial': 9, 'Destroyed': 1}",0.1,0.3,0.4
Raven,RX-7,{'Substantial': 1},0.0,0.0,0.0
Raven,S-55,{'Substantial': 1},0.0,2.0,1.0
Raven,S-60A,"{'Minor': 1, 'Substantial': 1, 'Destroyed': 1}",0.0,0.6666666666666666,0.6666666666666666
Raven,S60A,{'Minor': 1},0.0,1.0,1.0
Raven,S77A,{'Substantial': 1},0.0,3.0,4.0
Raytheon,BE-390,{'Substantial': 1},0.0,0.0,0.0
Raytheon,V35A,{'Substantial': 1},2.0,0.0,0.0
Raytheon Aircraft Company,A36,{'Substantial': 1},0.0,2.0,2.0
Raytheon Aircraft Company,B200,{'Substantial': 1},0.0,0.0,0.0
Raytheon Aircraft Company,B36TC,{'Destroyed': 1},2.0,0.0,0.0
Raytheon Aircraft Company,C90A,"{'Substantial': 1, 'Minor': 1}",0.0,0.0,0.0
Raytheon Corporate Jets,Hawker 800XP,{'Substantial': 1},0.0,0.0,0.0
Remote Sensing,CIRRUS VK-30,{'Destroyed': 1},2.0,0.0,0.0
Robinson,R-22,{'Substantial': 10},0.0,0.1,0.0
Robinson,R-22 BETA,{'Substantial': 1},0.0,0.0,2.0
Robinson,R-22 Beta,{'Substantial': 1},0.0,0.0,0.0
Robinson,R-22 MARINER,{'Destroyed': 1},1.0,0.0,0.0
Robinson,R-22A,{'Substantial': 1},0.0,0.0,0.0
Robinson,R-22B,"{'Destroyed': 2, 'Substantial': 1}",1.3333333333333333,0.0,0.0
Robinson,R-22HP,{'Substantial': 1},0.0,1.0,0.0
Robinson,R-22M,{'Substantial': 1},0.0,0.0,0.0
Robinson,R-44,"{'Substantial': 2, 'Destroyed': 1}",0.0,0.0,0.6666666666666666
Robinson,R-44A,{'Destroyed': 1},3.0,0.0,0.0
Robinson,R22,"{'Substantial': 5, 'Destroyed': 3}",0.375,0.125,0.25
Robinson,R22 BETA,{'Substantial': 3},0.0,0.0,0.6666666666666666
Robinson,R22 Beta,{'Substantial': 4},0.0,0.0,0.0
Robinson,R22-B2,{'Substantial': 1},0.0,0.0,0.0
Robinson,R22A,"{'Substantial': 2, 'Destroyed': 1}",1.0,0.0,0.0
Robinson,R44,"{'Substantial': 8, 'Destroyed': 2}",0.6,0.6,1.0
Robinson,R44 II,"{'Substantial': 2, 'Destroyed': 1}",1.0,0.3333333333333333,0.0
Robinson,R44 Raven II,{'Substantial': 1},0.0,0.0,0.0
Robinson Helicopter,R22 BETA,{'Substantial': 1},0.0,1.0,1.0
Rockwell,112,{'Substantial': 1},0.0,0.0,0.0
Rockwell,1121B,{'Destroyed': 1},4.0,0.0,0.0
Rockwell,112TCA,"{'Destroyed': 1, 'Substantial': 1}",2.0,0.0,0.0
Rockwell,114,"{'Minor': 1, 'Destroyed': 1, 'Substantial': 1}",0.3333333333333333,0.0,1.3333333333333333
Rockwell,500,{'Destroyed': 1},2.0,0.0,0.0
Rockwell,500S,"{'Substantial': 2, 'Destroyed': 1}",1.0,0.0,0.0
Rockwell,690-A,{'Destroyed': 1},5.0,0.0,0.0
Rockwell,690A,{'Substantial': 2},0.0,0.0,0.0
Rockwell,690B,"{'Substantial': 2, 'Destroyed': 1}",1.3333333333333333,0.0,0.0
Rockwell,690C,{'Substantial': 2},0.0,0.0,0.0
Rockwell,AC-690,{'Substantial': 1},0.0,0.0,0.0
Rockwell,AC-700,{'Destroyed': 1},5.0,0.0,0.0
Rockwell,NA-265-65,{'Substantial': 1},0.0,0.0,0.0
Rockwell,NA265-65,{'Substantial': 1},0.0,0.0,0.0
Rockwell,S-2R,{'Substantial': 1},0.0,0.0,1.0
Rockwell,SABRELINER/NA265-40,{'Substantial': 1},0.0,0.0,2.0
Rockwell International,690A,{'Substantial': 1},0.0,0.0,0.0
Rockwell International,NA-265-80,{'Substantial': 1},0.0,0.0,0.0
Rogerson Hiller Corp.,RH-1100,{'Destroyed': 1},0.0,0.0,1.0
Rotorway,EXECUTIVE,{'Substantial': 1},0.0,0.0,0.0
Ryan,ST3KR,{'Destroyed': 1},0.0,0.0,3.0
S.n.i.a.s.,AS350D,"{'Destroyed': 1, 'Substantial': 1}",0.0,0.5,0.5
SCHOEPFLIN,DA-4-550,{'Substantial': 1},1.0,0.0,0.0
SCHUMACHER,Lancair Super ES,{'Destroyed': 1},3.0,0.0,0.0
SIAI MARCHETTI,F.260,{'Substantial': 1},0.0,4.0,0.0
SIKORSKY,S-76B,{'Substantial': 1},0.0,0.0,0.0
SIKORSKY,S76,{'Substantial': 1},0.0,0.0,0.0
SMITH,AEROSTAR 601P,{'Destroyed': 1},2.0,0.0,0.0
SMITH,Aerostar 601P,{'Substantial': 1},0.0,4.0,0.0
SOCATA,TBM 700,"{'Substantial': 1, 'Destroyed': 1}",1.0,0.0,1.5
SOCATA,TBM-850,{'Substantial': 1},0.0,0.0,1.0
SOCATA,TBM700,{'Substantial': 2},0.0,0.0,0.0
STEMME GMBH & CO,S10 VT,{'Substantial': 1},2.0,0.0,0.0
STINSON,108-2,{'Substantial': 1},0.0,2.0,0.0
STINSON,108-3,{'Substantial': 1},0.0,1.0,0.0
Schramm,HELICYCLE,{'Substantial': 1},0.0,0.0,1.0
Schweizer,2-32,{'Substantial': 1},0.0,0.0,0.0
Schweizer,2-33A,{'Substantial': 1},0.0,0.0,1.0
Schweizer,269C,"{'Substantial': 5, 'Destroyed': 1}",0.0,0.16666666666666666,0.6666666666666666
Schweizer,G-164A,{'Substantial': 1},0.0,0.0,0.0
Schweizer,HUGHES 269C,{'Substantial': 1},0.0,0.0,0.0
Schweizer,SGS 2-33A,{'Substantial': 1},0.0,0.0,2.0
Short Brothers,SC7,{'Substantial': 1},0.0,0.0,2.0
Siai-Marchetti,S.205/22R,{'Substantial': 1},0.0,0.0,1.0
Siai-marchetti,SF260,{'Substantial': 1},0.0,0.0,0.0
Sikorsky,58H,{'Substantial': 1},0.0,0.0,0.0
Sikorsky,S-58G,{'Destroyed': 1},0.0,0.0,0.0
Sikorsky,S-76A,{'Destroyed': 1},1.0,1.0,0.0
Sikorsky,S-76B,{'Destroyed': 1},4.0,0.0,0.0
Sikorsky,SK-76,{'Substantial': 1},0.0,0.0,0.0
Sikorsky,UH34J,{'Substantial': 1},0.0,0.0,0.0
Skystar Aircraft Corp,Kitfox Lite Squared,{'Substantial': 1},0.0,0.0,0.0
Smith,Aerostar 601P,{'Substantial': 2},0.0,0.0,0.0
"Smith, Ted Aerostar",600-A,{'Destroyed': 1},0.0,0.0,0.0
"Smith, Ted Aerostar",601,{'Destroyed': 2},1.0,0.0,0.0
"Smith, Ted Aerostar",601P,"{'Substantial': 2, 'Destroyed': 1}",0.0,0.3333333333333333,0.6666666666666666
"Smith, Ted Aerostar",601P AEROSTAR,{'Substantial': 1},0.0,0.0,1.0
"Smith, Ted Aerostar",AEROSTAR 600,{'Substantial': 1},0.0,0.0,0.0
"Smith, Ted Aerostar",AEROSTAR 601,{'Substantial': 1},0.0,0.0,1.0
"Smith, Ted Aerostar",AEROSTAR 601A,{'Destroyed': 1},1.0,0.0,0.0
"Smith, Ted Aerostar",AEROSTAR 601P,"{'Substantial': 2, 'Destroyed': 1}",0.6666666666666666,0.0,0.0
Socata,MS RALLYE 235C,{'Substantial': 1},0.0,0.0,0.0
Socata,TB-20,"{'Destroyed': 1, 'Substantial': 1}",1.0,0.5,0.0
Socata,TB-20 TRINIDAD,{'Destroyed': 1},1.0,0.0,0.0
Socata,TB-9,{'Substantial': 1},0.0,0.0,0.0
Socata,TBM 700,"{'Substantial': 3, 'Destroyed': 1}",2.25,0.0,0.75
Socata,TBM-700,{'Substantial': 1},0.0,0.0,0.0
Stanger,AIRCOMMANDER 532,{'Destroyed': 1},1.0,0.0,0.0
Stinson,108,{'Substantial': 1},0.0,0.0,0.0
Stinson,108-2,"{'Substantial': 1, 'Destroyed': 1}",0.5,0.0,0.0
Stinson,108-3,"{'Substantial': 2, 'Destroyed': 1}",0.0,0.3333333333333333,0.6666666666666666
Stinson,SR6,{'Destroyed': 1},2.0,0.0,0.0
Swearingen,226T,{'Substantial': 1},0.0,0.0,0.0
Swearingen,SA-226T,"{'Substantial': 4, 'Destroyed': 2}",0.16666666666666666,0.0,0.0
Swearingen,SA-226T(B),{'Substantial': 1},0.0,0.0,0.0
Swearingen,SA-227,{'Destroyed': 1},3.0,4.0,0.0
Swearingen,SA-26AT,{'Substantial': 2},0.0,0.0,1.0
Swearingen,SA-26T,{'Substantial': 1},0.0,0.0,0.0
Swearingen,SA226-T,{'Substantial': 2},0.0,0.0,0.0
Swearingen,SA26-T,{'Substantial': 1},0.0,0.0,0.0
TEXTRON AVIATION INC,525C,{'Substantial': 1},0.0,0.0,1.0
THRUSH,S2R,{'Substantial': 1},0.0,0.0,0.0
THUNDER & COLT AIRBORNE AMER,AX10 180,{'Substantial': 1},0.0,0.0,0.0
Taylorcraft,BC12-D,{'Substantial': 1},0.0,0.0,0.0
Taylorcraft,BC12D,{'Substantial': 1},0.0,0.0,0.0
Taylorcraft,BCM-12D-85,{'Destroyed': 1},0.0,0.0,1.0
Taylorcraft Aviation,F19,{'Substantial': 1},0.0,1.0,0.0
Ted Smith,601P,{'Destroyed': 1},1.0,0.0,0.0
Texas Helicopter,WASP/M74L,{'Substantial': 1},0.0,0.0,0.0
Textron Aviation Inc,680A,{'Destroyed': 1},0.0,3.0,0.0
Thunder And Colt,180A,{'Destroyed': 1},0.0,1.0,3.0
Twin Commander Acft. Corp.,685,{'Destroyed': 1},2.0,1.0,0.0
ULTRAMAGIC,M-105,{'Minor': 1},0.0,1.0,0.0
ULTRAMAGIC SA,N 300,{'Destroyed': 1},0.0,0.0,0.0
ULTRAMAGIC SA,T210,{'Minor': 1},0.0,2.0,0.0
Ultralight Engineering,ASTRA HS,{'Substantial': 1},1.0,0.0,0.0
Ultramagic,N 250,{'Substantial': 1},0.0,0.0,0.0
Us/lta,138S AIRSHIP,{'Destroyed': 1},0.0,1.0,1.0
VANS AIRCRAFT INC,RV-7,{'Substantial': 1},0.0,0.0,0.0
Vans Aircraft,RV-6T,{'Destroyed': 1},2.0,0.0,0.0
Vans Aircraft,RV-8,{'Destroyed': 1},2.0,0.0,0.0
"Vans Aircraft, Inc.",RV-6T,{'Substantial': 1},0.0,0.0,0.0
Varga,2150A,{'Substantial': 1},0.0,0.0,2.0
Vickers,VISCOUNT VC-810,{'Destroyed': 1},0.0,1.0,17.0
Waco,UPF-7,{'Substantial': 2},0.0,0.5,0.5
Waco,YMF-5,{'Destroyed': 1},0.0,1.0,2.0
Walker,Zenith Zodiac 601 XL,{'Substantial': 1},1.0,0.0,0.0
Wheeler Acft. Co.,EXPRESS 100,{'Destroyed': 1},0.0,0.0,2.0
"Wheeler Technology, Inc.",FT-210,{'Destroyed': 1},3.0,0.0,0.0
Wsk,PZL-104,{'Destroyed': 1},0.0,0.0,0.0
Wsk Pzl Mielec,M-26,{'Substantial': 1},1.0,1.0,0.0
YUNEEC,YUNEEC,{'Substantial': 1},0.0,0.0,0.0
